id,work,date,issue,page,block,text,label,label_grouped
872,constitutionnel,1860_06_10,1,4,Page1_Block1,"• CABINET D AFFAIRES. Efiide de M L acren ^B ab I eh , avoué à Paris, rue.de ftivoli, 118. • „ Vérité au plus offrant et dernier enchérïseur,. En l étude M» Piot, notaire à Paris , rue-de Ri voli, 8B V ^ : , , D un câblnfet d affaires connu ,soùs le nom  d Of fice général des* acquéreurs, . Exploité à Paris, ruÇ do I4. Jussienne,n. 9j en semble droit, au bail J des lieux, les meubles et le matériel en dépendant. , L adjudication aura lieu le il juin 1868: & midi précis. , Mise Ji prii,..,.... 2,00b francs. ... , Et dans le  cas où il n y aurait pas d enchérè, à tout prir^- • „ ■ S adresser pour les reuseignemens : ., .   ... 1» A. M a Piat, notaire à Paris, rue de Rrvoli.89; 2® A M«Laurens-Rabier,-avoué, rue de lVivoli,118. AeitaM êt.Ventéé d Immeuble* «fe gré fc g ré. • BELLE TERRE DE CILUlBAtM & vendre à l amiable, en bloc ou. pair pallies. Cette tecre, .située communes çTErcevjllé, Autrùy et  Al- «in ville, arrondissementde Pithiviers (Loiret), tra yersçe.parla route de.Pithiviers à Angerville, à 7 ku. du chemin- de fer d Orléans (station d Ahger- Tille),- à 3 heures 1/2 dé ..Paris,  eoçiprerid : vaste château richement* décdué/ beau  parc, 2.fermés, bois .taillis et 1 tutittes.Conten ance totale agglomérée 4it;h(?ct., dont ,12î h.en.hois.Très belle chasse. Re venu  net, sans, comprendre .château, . parc,• ni  su perficie importante, 22-,7CN) fr. — Facilités de paie ment.-.   . ,,v: ... , S adresser, 1° à M; Gilbert;-rec. de rentes à* Pithi viers; 2». à M? Pigé,mot. à Erce ville: 3 0 -ou à M Lé- maire, not. à Pithiviers.- . . irn",publicité immobilière,publicité
873,constitutionnel,1847_11_30,1,4,Page1_Block151," Untim » . < ï < -. „ ;^.-£AiUS. - A louer, vast. -établissement arec-«ours, prqprc « tout, indus*. tri», ru» g tre^rii. $t.. A louer , bouleTard Saint Htn- tin, 3 1er ; 1« rsnd rez - de - ch > u <- l<x> î «nir*. 9e -st mètres par 1. bouiefard ; galerie de u m , eur   M; #, grand , ^ salons k côiô ; p »- Villon au .fond ;, sortie rue -du- CTempla,  487 bis; 8* magasin aa . , 4 i A îouèr de pufleou<pour le ter* me, : 8âûjr^ «ne boutique dans laquelle jieji ft dépenser : U y t, «ppareli de gas,- montres en ^cia*  \ h j I  ,1» A louer,.rue de Chartres, il,-, en totalité ou en>pariie, un vaste  local. j5 adre W er sqçslps lieux oû.  ad propriétaire,* ^rure  Basse-dit^   (If^par^ A louerjAppartement meublé.  ««•t  r ,.»S0 î r *-par-mots. Ssdres» S«r Irne- Saint Tloneré,-ail, nia;- yonfrélUj,^..:^ ^ -A Iauejc 4^ii. grand magasin- j^wentement, place au . R Chambres et appaUemcns é é- gamment meublés, rue Joubort, 4. B>» > Mim u urf  V ? C|T iv<ï -•Fonds de BOtrcAiramiie a vimbar* de suite. Ce fonds, tilué dans la banlieue, 4 la .porte, de «Paris, dansViti très Beau quartier  Lien populeux et bien fciialandé, bon* ne clientélé, bail très avantagtu?» 1 on cuit deux gro^ sacs do farine* prix C.W0 fr. S adrt-Kser ft MM; UouueaM «t Mcrienne/IO, rue.^: Flandre; Grande-V illette. w Hôtel richement meublé, à vendre, comport de G grands ap^* partemens,^ petit* et 44 ft. 16 chambres .•  produit brut 84 ft îijQOO^fTf.eJ nrt .do leus frais blcs grousè S,000 iy. v  pi ix ^îi.OOO fir.  adrps^r ^ M. Bouti.lier^Dcmcn- tJèeeVrue hichfilieu, 15.    • ■ -, ii ,   -.V*, — P A vendre, pour cause de dèpsiv foncé, et pour la valeur du nwbl- - lier qui est superb**,  un char mantMsl meublé pouvant être tenu par une dame, seule, prix 8.000 fr. S adressée ft ^ Vauyar- din, s   ancien  notaire, rue do  là Jussiuuie, 46. (Affr.) M r o- /",publicité immobilière,publicité
874,presse,1845_11_01,1,4,Page1_Block10,"bois de   W hectares, propre an parcours des bestiaux . Des facilités extraordinaires seront données pour le paiement . S  adresser pour les renseignemens •• à Paris , à M e Thiae , place Daupbinc , 23, et à M e Frémyn , rue de Lille , H, dépositaire du cahier des eharges ; et sur les lieux , à M. Fery , ingénieur , directeur des irrigations générales .* CARRIÈRE DE MARBRE 6RIGTTE. Saint - Denis , 22 bis . A r ente en l   auilic . nee des criées du tribunal civil de la   Seine , au Palais - de - Justice à Paris , une heure ils relevée , le samedi , 15 novembre <845, d   une cahuiebk i>i; yaulbe giuoïti:, dit d   Italie , sise commune de Félines , canton et . arrondissement de Saint - Pons ( Hérault ), territoires de haut PouUverlason et lieux cir - convoisins .— Mise a prix : 5,000 lr . . S  adresser pour les renseignemens audit M« C allou. 54^9 cnil nn nnTflT Seule fabrique ( îe la véritable , 5, r.Coq-Héron, CHU Ub DU lu I j maison de la Caisse d   épargne . Cette eau , balsamique et spiritueuse , forlifie Ies   gencives , raffer mit les dents , les entretient blanches et saines , arrête les douleurs , et donne & l   haleine une odeur suave . S i50«",publicité immobilière,publicité
875,presse,1845_09_04,1,4,Page1_Block41,"RftlG TAU I IC A vendre par adjudication volontai- DUIO I HILLIOi re et par lots,  le dimanche 21 sep tembre 1845, heure de midi, dans la salle du tribunal, à Gournay (Seine-Inférieure), par le ministère de m* damiens, notaire audit Gournay, 1° 107 hectares 68 ares 57 centiares de bois taillis sous futaie, fonds et superficie, à un kilomètre de Gournay, com mune d Avesnes, arrondissement de Neulchâtel (Seine-Infé rieure), faisant pariie de l ancienne forêt de Gournay, et longeant la route royale de Rouen à Reims par Gournay t sur une longueur d environ 1,500 mètres, en deux lots, qui ne pourront pas étrefréunis : le premier de 56 hectares 70 ares 79 centiares; le second de 50 hectares 97 ares 78 cent. 2° Et 51 hectares 64 ares 52 centiares de terre propre à être mise en herbage, à un kilomètre de Gournay, commu ne d Avesnes, entre la route royale de Rouen à Gournay et le chemin d Avesnes. En trente-cinq lots d un hectare ef demi environ chacun. S adresser, pour connaître le plan et les conditions, à Pa ris, à M* Ducloux, notaire, rué ae Choiseul, 8; à Gournay, à M Damiens, notaire ; et à Forges-les-Eaux, à M. Thirion, inspecteur des forêts. 4552* RCI I C CCRMC Tuilerie et Bois Taillis, situés à la DbLLE. miuïlCj Ferté, commune de Boisgasson, canton de Cloyes (Eure-et-Loir), d une contenanoe de 119 hectares 32 ares, 30 centiares et d un revenu de 5,200 fr. nets de contributions, à vendre aux enchères, le lundi 6 octobre 1845, à midi, en l étude de m* bruère , notaire à Courtalain (Eure-et-Loir). S adresser, pour tous renseigne- mens, audit notaire. 4»<>* Alfcyndc * 3 v 2 Pour 100: 1* une belle ferme, VklïUlik prèsYierzon, de 200 hectares; louée en ar gent, outre l impôt et des réserves, 3,000 fr. 2° A louer, un très beau chatbau meublé  et une chasse très giboyeuse, sur 1 >400 hectares de bois, terres, étangs, landes. La chasse sera ouverte le 8 du présent mois de septembre.— S adresser à m. martial , géomètre, à la Mothe-Beuvrori (Loir-et-Cher). (4553)",publicité immobilière,publicité
876,le_courrier,1848_03_29,1,4,PAG_4_TB000030,"TERRAiNS DE I FR. 50 A 2FR.1EP**?E MAISONS DE CAMPAGNE, établissemens industriels et de commerce, situés commune de Saint-Maur (Seine), à VENDRE par j lots de 400 à 2,000 mètres et au dessus, avec facilités de paie- j mens, ou à ECHANGER contre des valeurs cotées à 1(i- Boui-se, au j cours, avee une bonification de dix pour cent. ? Beau pays, sol précoce et fécond pour les jardins, eau abondante à 5 mètres et propre à tous usages, matériaux sur les lieux et à bon mar- Iché pour les constructions ; communications faciles par les om- nibus de Saint-Maur, boulevart Beaumarchais, 10, partant à toutes les heures, et les voitures de Créteil, barrière de Charenton. S adresser à M. BAUDOUIN, propriétaire, rue de l Arbre-Sec, 50, le matin, et de midi à 3 heures.",publicité immobilière,publicité
877,presse,1857_02_08,1,4,Page1_Block28,"PARC DES PRMCES. c des champs-elysées kï du bois de boulogxe A vendre, par lots de 5 h 30 mille francs et au dessus, beaux terrains boises, luisant partie du l arc des Princes (b.ois de Boulogne), sur le bou levard du Sud, près de la station du chemin de 1er d Aùteuil. ; Ces terrains, situés pour ainsi dire dans Paris, jouissent, de la vue des coteaux de Meudon et de Si-Cloud, c est encore la ville et c est deja- la campagne. - ■ • ■ Plus do vingt-cinq habitations qui seievent dans le Parc des.Prince s,  témoignent du sont d« : public élégant pour cette situation privilégiée, eu l on a, tout à la fois, un air vif et pur. des pro menades pittoresques et le  comlortable des plus beaux quartiers dé Paris. Uiïe grande partie du prixd achat peut, etresol- dée en vingt annuités ; moyennant le pa,iement de quelques mille francs et d une faible annui té, on devient donc propriétaire d un immeuble qui, en peu de temps, prendra une plus value considérable. ~ S adresser ii Paris, boulevard des Capucines, 39, au feiége de la Compagnie, où à M. Charpen tier, architete à la Villa-Montmorency, a Auteuil",publicité immobilière,publicité
878,presse,1857_02_08,1,4,Page1_Block43,"s une maison do commerce de l il IjaitlSiSi ordre dans sa spécialité, n exi geant, pas de connaissances spéciales et don nant au minimum 10,000 fr. de béiiéiices nefSide irais. Prix, 50,000 fr.   ;   •M.  Desgranges, rué Chabanais, -10. a l/îC important. 300 fr. par jour avec urfeapi- Ol W I® tal de 15,000 fr.|ôn parfait. le capilhl-né-. cessaire. Résultat immédiat; opérations à l étran ger. Ecr. f° P. JI7, poste-rcst.,*NeuilIy-s-Seine. a ïf jQ Pour locations ou ventes, d immeubles et toutes autres annonces, le journal - anglais quotidien GalignanCs Mcssenper offre des avantages exceptionnels par sa très grande Cir- . culaticn-parmi les Anglais et Américains, dont lenombreà Pariset. sur le continent est si consi dérable. — Bureaux, rue de Rivoli, 224. «",publicité immobilière,publicité
879,debats,1848_08_16,1,4,P4_TB00045,"déchues définit vement sans autre mise en et que l acte rectificatif de l état de dressé en exécution des jugement et arrêt précités sera clos et arrêté irrévocablement lc notaire séquestré, e. initia;/. » EXCELLENT PLACEMENT DE A vendre à Tours, pour 18,000 fr , I Vifl/kl» un vaste exploité nar nn i?lr n ler i euriste ; Ce jardin, situé dans un parTif authentique.T s y trouve le logement m?i \ ? r i?  a   Office-Correspondance de 7! -J? C *  * 6 « rue Notre-l>arne-des- Vlctoires, et a Tours, aM e Chambert, notaire « ENTREPRISE bes boulon m/uses jaTassa?.,»; fie» ïîw™ ? générale extraordinaire aura lieu le 27 courant, a une hrure précise, au siège de la Société, a Boulogne. (Seine.) COMPAGNIE «««,„.■. _! »». CHEIIIV DE FEE i» Orléans.— Le public est informé que le nouvel emprunt de la Compagnie étant souscrit, aucune demande d obligations de cet emprunt ne peut être désormais accueillie Le secrétaire général faisant fondions de directeur par intérim, M CltC. lIOTBL DBS PRINCES, gemens avec les familles à prix modérés. » LOCATIONS. Aï ftlîFli moit . ié d   un BET - otel , „ ™ ant « a p 1, entre rue, cour el mnSJI ?SÇ® moderne, sept chambres de maître, écuries et dép.7,ruede Berlin. 5,500 f.» \ ÏUIIPIÎ r« e Ouphot, 18,appartemen. n. SJ\J IJHiil s bien décorés, avec ou sans écurie Aï nurn ruedeSavoie >i 3 ment fraîchement décoré, au j , 6 picces de plein pied, cuisine, etc., 1,200 fr. GRANDS .r MOYENS Œ 1 jgfe ggaî bS S. & ï niTSJït (Jeux I jpJ ls petits hôtel >, en partie il Lvillilï meublés, avec grands jardins, serres, etc. S adresser rue de MiromesnlJ, 07, ou ch» zM« f urquet, notaire, 9, rue d Antio.- » A f AIH7SÎ Joli . p . e i u hôtel ratub| é ou non il .LU il Ml meublé, rue de Provence, 11 UIS. „ 7",publicité immobilière,publicité
880,debats,1842_09_29,1,4,P4_TB00018,"twm A lOUER OU A VENDUE , ensemble ou séparément, DEUX JOUES MAISONS, rue des Petits-Hôtels, 14 et 10, au bout de la rue Hauieville, convenables pour , établissement d une pension ou .pour des négocians avec bureaux et magasins. Elles sont en parfait état, ornées déglacés et parquets. Il y a calorifère et les eaux de la villf. Par leur pocu oa à proximité du * . • _ j._ _« : _ .i~ in D n |»;.- nA bar cadère du chemin de fer de la Belgique. en cours d exécution, elles conviennent â tout établissement, et root susceptibles d une augmenta,ioo de valeur très Il yacour, jardin, remises et . „ ... S adresser au propriétaire, rne des Pelils- Hôtels, lietlG, faub. Poissonnière. (5171 & VENDRE par adjudication, en l étude dé Jtl« Le Menuet, notaire à Corbeil, le lundi 17 octobre 18i2,",publicité immobilière,publicité
881,siecle,1859_02_14,1,4,Page1_Block26,"MAGNIFIQUE MAISON l oyer, 7,200 fr.; 43 pièces, ricne mob lier; produit, 17,000 fr.; bénéfice net, 6,300 fr. ; prix, 25,000 fr. (Belte affaire ) M.- Lahayes, 8, r. Montorgueil. t fî StFli* Quincaillerie, débit de poudre et spé- il uEiUljil cialité d articles de chasse, dans une des rues les plus fréquentées de Paris ; existence,-50 ans; bail, 16 ans; loyer, 1 ,800 fr.; produisant net bien justifié, 8,000 fr.; prix,  14,000 fr. (facih tés).— M. Fortin, rue Montmartre, 146. G d ÏIATTÏ meublé à céder; 62 n». AfI, 62,000 liU IUL fr. par an ; long bail ; prix, 70,000 fr. MM. Blavm et Brocheton, 20, boul. de Sébastopol. irnit d actions, obligation et valeurs non rtVjSIrl 1 cotées à la bodbsb. S adr. au centbe industriel , r. Mondôvi, 7, à Paris. 611 ïil?ïï 4 lïîll? à emprunter immédiatement Il une somme de 8 à 10.000 fr. pour 2 ou 3 ans Celte somme serait parfaitement parantie. S adr. àM. C. A. Phitippe, 6, rue Gît-le- Cœur, à Paris.",publicité immobilière,publicité
882,debats,1841_03_03,1,4,P4_TB00021,"ADJUDICATION DEFINITIVE , le jeudi U mars 1841, à midi, au dessous de lesii-< inalion , au Puluis-rie-Juslice à Versailles D UNE MAISON DE PRODUIT sise audit Versailles, rue lie la paroisse, 105, près le marché Notre-Dame. -Produit t»rut : UO IV. Estimation par expert : l r. Mise 5 prix réduite , à laquelle on est autoriisc à adjuger : iO,OH> ir. S adresser, pour les rcnseignemens, à M e Ch. Uameuu, avoue à Versailles, rue des Réservoirs y lu. Oi:i) UN CORPS DE FERME et 3 S HECTARES DE TERRES LABOURABLES à Villiers-lC- Uel {deux myriinnétres de Paris), d uu de O.iân fr. net d irnpets, A VENDRA le-Bel, le dimanche 4 avril IH *l, S midi. S adresser jour tous les rtuseignemens audit M Leéhat, notaire. {?K4} AVIS DIVERS, J «frwg Le- gérant da la SOCIÉTÉ Dî . .» W»Si POKT-aÉaTZ a l honneur d« , I -■» * ®~ * FûHT-liEi-I: a l honneur d« t prévenir 3151. fa-actionnaires que M5l. les - commissaires chargés de l examen dès de ladite Société n ayant point ijore terminé leur travail, rasseuiMce gêné Irale annoncée pour le ti mars esi ri mire au aj 15 même mois, à dix lieures du matir,, chi c eill. Joussaud , notaire rie la Société, rue lîieuye-des-Petits-Chanips, Ul. (Uî)s)",publicité immobilière,publicité
884,constitutionnel,1846_12_31,1,3,Page1_Block57,"Jacques-la-Boucherie, sa. verset , à Lyon; L ieutaud , à Mar seille; tapis, à Bordeaux; W eber , épicier à Strasbourg; K bï , à Eorlin, e t dans tou tes les villes de Fr ance. 2 Jr. le ifacon. P0MÂBE FûriOIMTE abcès, panaris, engelares, dar- < t rès et plaies. A la pharmrcia, 16, rr e Taranne. (Voir la IfotieeU CHEVEUX APPLIQUÉS. heur de perdre leurs cheveux, l un des plus beaux dons de la na .ure, sont prévenus que, par l emploi de la GELATINE- BARTH, elles peuvent les faire remplacer sans craindre que l œil le plus exercé puisse découvrir que les cheveux substi tués sont faux : ils se maintiennent un mois en les peignant, brossant comme ses propres cheveux. Par le même procédé, on cache les cheveux blancs, et on évite ainsi de les faire teindre.—On essaie sans bien payer , de 1 b. 1 6 h., 19 ter, ruo ds la Victoire, Ch.-d Antin. On expédie pour la France et l é tranger (Affr.) 1SS57 GUÉP.IS0N3 PAR LA CHIMIE. dartres, terophu- les, tumeurs blanches, etc., soient regardées comme incura bles, nous no craignons pas d avancer, dans l intérêt de l hu manité, que ie l) Kejr de Jougla, rue qu Bac, 83, ne connaît point d affection dartreuse ou scrophuleuse incurable. Depuis douze ans qu il traité dix ou douze dartreux ouscrophuleuz par jour 1 ses consultations gratuites, il n en a pas encore.Ta un seul qui ait résisté à son traitement. Toutes les dartres et humeurs froides doivent donc se guérir constamment par la chimie. (jOmbien sont blâmables les pères et mères qui pous sent la négligence jusqu à laisser mutiler leurs en fans par des maladies dont la guérison est si facile, sî sûre, si prompte 1 Voir son ouvrage m-8». Prix : 3 fr., contenant le nom et l a dresse de près de mille persouncs gueries.) — Les malades de la province n ont qu a éorire les détails de leurs maladies, le traitement peut se faire sans leur causer le moiudre dépla cement. 16SS9",publicité médicale,publicité
885,siecle,1859_02_14,1,4,Page1_Block111,"SIROP D ALOOOLÂTOBE D ACOHIT Préparé p$r le dceteBE- . - ï . Les maladies connues sous les noms de bronchite labtogitb, rheme , -«bippe , catarkhe , etc., ■ ont toutes pour siège la membrane muqueuse des, organes de la respiration, et pour cause ou élé ment principal, l iiillammation. 1 , Coinbattre cette inflammation, toujours lente à se dissiper d elle-m6me, et la réduire, par une mé dication substitutive, aux proportions d uile irritation simple, légère et de courte durée, c est se conformer aux règles d une saine thérapeutique. - Pour concourir à ce but, rien n est préférable au SIROP D ALCOOLATURÇ D ACOMT, mé dicament d une haute portée, et dont l efficacité se  révèle pat sa promptitude à dissiper la toux, l oppiiEESiON, I  rnboc^mbnt, I  ett^xtion de voix,: accidens ordinaires des maladies indiquées plus haut.—PUIS. I?Û FLACON : S fr. 50 c. , ; , A la pharmacie dn docteur ALMN J ue de Bourgogne, 49, à Paris. f",publicité médicale,publicité
886,siecle,1856_07_18,1,4,Page1_Block158,"BLANCHEUR DE LA PEAU. BOUXOlNS, ROCfiBURS. Lorsqu   on se sert du V inaigre be toi- lette de la société hygiénique en lotions (quelques gouttes par verre d eau), il rafraîchit et adoucit la . peau , il en augmente la blan cheur , et , en lui donnant du ton et de la fer meté , îl préserve des rides et elface celles qui sont occasionnées par des maladies ou autres causes accidentelles ; il fait passer les rougeurs , boutons , taçhes de rousseur , tjphé - lides et efllorescences . Après la barbe , il ôte le feu du rasoir mieux que teut autre cosmétique .  BAINS. | Un bain dans lequel on • ajoute la moitié A unflacon de et V inaigre , raffcrmiMo » cliairs , fait disparaître la chaleur , l   ardeur et la séche resse de la peau , enlève . les démangeaisons , redonne de la souplesse et de ia vigueur aux membres fatigués , répare les - forces , Détruit toute odeur de transpiratioiii procurc un bien - être inexprimable , et laisse tout le corps _ imprégné d   un parfum suave et durable . TOILETTE des DAMES. Ses qualités toniques . et raffreîcblssafttes le rendent inappréciable pour les soins jour - Bal iers et les usages délicats de la toilette des Dames . ( Foir pour plus île détail l instruction qui accompagné chaque flacon. ENTREPOT GÉNÉRAL A PARI RUS BE B1VOIA, 79, près ia.rue de à-*) E VA NT RUE JEAK-JA.CÛUES D.OUSSEAU, 5.",publicité médicale,publicité
887,siecle,1855_04_12,1,4,Page1_Block102,"ENTREPÔT GÉNÉRAI. A PARIS IStee rte près Sa s ue de VArbre-,$See 9 CI-BE7AOTT ZLUS J.-J. XIOÏJS3ZAXJ, 5. On trompe !e Public en vendant, connue provenant de la S ociété H ygiénique, certaines compositions qualifiées- à dessein du mot HYGIÉNIQUE i Je Public ne devra recevoir, connue fabriquée dans notre Élablissement, que lès Articles portant pour inscription, non pas la seule et vaque addition du mot H ygiénique, mais ces deux mots : SOCIÉTÉ HYGIENIQUE, ainsi que le cachet de la Société et la signature ci-dessus. En exigeant la preuve dû ces indications, le Public évitera les -imitations qui, comme les contrefaçons, n en trompent pas moins. l ad:cleur sur l origine et la nature de la marchandise. ",publicité médicale,publicité
888,presse,1855_09_14,1,4,Page1_Block60,"losôîïsedclaSoeiéîé-Iîygléaiqiae- que des odeurs d une suavité douee, fraîche et salutaire. Cette pommade doit, entre autres avantages, à ces pré cautions et aux .soins apportés dans sa; fabrication, celui de ne point occa-î sionner les migraines ou maux de tête si souvent produits par les pommades mal préparées, et dont l usage est en-j core malheureusement trop répandu j! elle n a pas non plus, comme la plupart de ces pommades, l incoav^ieQt a â- térer la nuance des cheveux. I FaAHO 50 QBOT. EPiXBEPÔX GÉHÉBAE A PAWS Sine tlQ MIvùU) près ta rue de VJLrhre-têeoy Ol-DZVAOTT BUB J.*3. B.OITSSEAU, 8. : • •• : ... (i) La Société Hygiénique, après avoir fait une étude particulière des substances odôraEles employées dans la Parfumerie, a reconnu que plusieurs d entre elles exeregatune action nuisible : les unes dessèchent et durcissent l épi- : derme; d autcsaccasionnent des migraines ou surexcitent le systèmè nerveux, etc.,En conséquence, elle ne lait entrer dans ses compositions q Ue des odeurs exemptes de tout inconvénient et de plus, pw ses procédés do purification et 1m combinaisons qu elle met ea usage, elle en a rendu le parfum plus  donx èt plu» salutaire. .   Toutflicon non révéla 4a cachetei delà tipulaf*el-iwio» doit étu r«f<aé.comme MfltrtfiHt.",publicité médicale,publicité
889,siecle,1858_02_08,1,4,Page1_Block16,"Henri Augu. Personne n ignoro les dartgeTs que peut occa-. sionner le plus petit rhume et par censéquent l  Utilité de le traiter. Aussi accueille-t-on avec la plus grande faveur la Verbascinë, principe b «amijuo ntisp ^mrtri 1 que et calmant delà fie r de motène La>erbiscine calme la toux, gutnt le-, rhumes 1 grippe, les catarrhes; elle dissipel enrouoment. etc. j etc. {moniteur des JJô- jntaux. 2(> janvier). - • • Los bonDons et le sirop fie Verbasr.ine prépa res par C. Paton. pharmacien, lauréat de l école de Paris, membre <ie la société de chimie médi- 21, rue Isouriibourg, ù Paris, se trou vent dans toutes les pharmacies. — Vllélinine dudi de L ahare , la seule vraie pouf guérir la phthisie pulmonaire. Ph. Caulier, r.ViUe-l Evêque,/<4.En flac, avecsigriat. et timb. Comptes rendus de l Acad. des sciences 1853-. r :4. — Le Paullinia-Fournier est le remède des névr& gies, gastralgies, et surtout das migraines, dont les accès les plus violens disparaissent en quelff minutes. Ph.Fournier, 26, r. d Anjou-St-II — L e S acchaecbe d  A conit dissipe à l instant la toux de rhume, de catarrhe, la bronchite, l ( n— rouement. Ph. B éral, 14, r. de la Paix. 1 50 la b. — grippe .—Sirop et pâte de Nafé de Delan g co rner; r. Richelieu, 26, et dans toutes lesphârm.",publicité médicale,publicité
890,constitutionnel,1850_01_21,1,4,Page1_Block104,"Ckaque jour voit surgir aa bouboo, une p&lo oo unt sirop, rtmAdes diU pntorau* f qui ne sost tppoyé«| ni par oucim litre ni par toc«&e recomm&odftVi9B| officiels OQ gcicatifiquo. i Afin d éviter toute confusion et pour fixer 1k] > médecins et le public sur le mérite réel de obaque î préparation, M. DELANGRENlEEt croit devoiri publier l avis suivant, » 11 n existe pas la moindre a no-, logie entre les Préparations deBe-i langrenieretles autresjectoraux,  ESIôs s en diistlugaent : o T«r leur coïPûsiTioit, dont la base est le Nafi d Arabie, frait étranger qui n a aucua rapport! a tec les substances employées dans les autres remèdes pcctoraui. ao Par leut» efficacité contre les rhumes, & catarrhes, coqueluches et les irritations <le poitrine, efficacité officiellement constatée par les nombreuses expériences des méde cins dos hôpitaux de Parià. 3o Par l»ar soriBiostri sur tous les pectoraax stini «resph on.sapériorité reconnue par les présidents et mombre» de l Académie de médecine. Ao Par les àsultiis et rapports d*s (roffesseurt dt laFaeulté de Paris, qui démontrent qu ils ne ces- Uannent ni Qfiua ni substaaeu «niloguu. sont les titres officiels et authen tiques qui recommandent le siiop et la patb de iuf& à la confiance tublique et qui n ont été accordés à aucun* | les autres préparations pectorales. ENTREPOT cm DELANGftENIEH, KCS BJC5ELII0, 26, A HAll. tiiùâl i» as toute s Us villes tUFr**ce et de TMrd*fê*i SPrix : 75 cent, et 1 fr. 25 U Pâte, % Or. lo Sirote{",publicité médicale,publicité
891,constitutionnel,1853_07_19,1,4,Page1_Block26,"Bn juin 4s22, h. Turner » gentilhomme . anglais , essaya la graine de m uutarde blancke uniqueaient comme âppéritif , et en éprouva uu bien incnclUeux dans toutes les parties de sc ^. ctre ; if en fit aussitôt distribuer à quelques malades pauvres de son voisinage, afin - de reconcaître ses   propriétés * le succès excita sa surprise , depuis, il k conseilla à tout le monde , s  çtant plei * nçmeot eoûvainciL de ses propriétés extraordinaires . » il pàrla de cette decouvorte , à m. couke, midecin et chiru * - - gie . n à Chelu tihay ) ; ce jiiedecm essaya la graine de Moutarde sûrlui , et se guérit d   une maladie qu   il crovait incurable ; il Tordonnà ensuite à ses cliens , et obtint des résultats si merveil leux , quivdafisson enthousiasme , il s   écria : la gt aine de Moutarde   blanche est un . remcde boni ! c  est le plus beau présent quelle Ciel ait départi à l   homme souf - f($pt 1 ». ■:•. !  •  .}  • pfl 1833, il publia .u» ouvrage sur l Efficacité de la graine de Moutarde blanche et en peu. de temps cu « q fortes éditions fu rent enlevées ...  ■  ^  en m.  Didier , de Paris , employa îa graine de Moutarde btaficbe ,- et sejguéritxi   uBe maladie quille tenait en - langueur de - oyissept aas ; u étnit arjrfvc à. ce point . ile pouvoir supporter - une cui  l crée de bouilloA - de poulet . Les docteurs Alibert , Hîohe « rftûdy ÎJiétt , C4oquet   ût aùtrcs  : célébrités , médicales , avaient . déçlaré qu   il n y avait plus d   espsir de le sauver . m. Viltrac , ancien chi - rurgien - major des armées , qui lui donnait des soins particu liers ,  partageait le même sentiment . Mais quelle ne fut pa ^ sa sa - tisfaction loi squc , dôuze ans pks tard , il apprit quo ce même m. Didier avait parfaitement rétablira santé -engrenant de la grai ne de Moutarde blanche j . d  abnrd il refusa d y croire ; il se reu? dit à son domicile ; et cc- ne . fntqu   après en avoir été témoin lui - n même qu   il en demeura convaincu . , Ce chirurgien e ^ ïstp ; ^ habi",publicité médicale,publicité
892,constitutionnel,1858_05_12,1,4,Page1_Block47,"sàn? médecine nl^f^is, par la délicieuse   ta- binb db santé pu bakby, qui économise en remè des 50 fois son prix, r— CertiïcaU : N® 44,801. M. iHafrisson, d une ;ulcération d estomac qui le fai sait rejeter tous ses alimens et remèdes, ei lul avait ôté tout espoir de vie. N® M. W.-B. Reeves, de 25 ans d irritations nerveuses; douleurs dans la poitrine, insomnies et mélancolie.  Ecrire à M. ; Du Barry, rue d Hauteville, n® 32, Paris, qui envoie gratis copie des certificats. Expédition con tre bon de poste. Demi-kiL, 4 fr. i kil., 7 lr.j 6 kil., franco,.32 fr.; qualité dou ble, 5 kil., 88fr.„ dents 5ulades. en une séance, pp lîlectrppathi^. Conservation garantie, sans opération .ni douleur. — lkvadocb. se ul inventeur, 11, beul. MontTn5.rtre, de 9 à 5 h. GAox en chaîne et bande 10. et 15 fr.); ceinture (10 15 fr.); buse véritablem. lectrique (s fr.). — 18, rue Favart. l/4I)Ifi|?£; Bas aans couture, élastiques en f AillliLJp. tous SMis.. FLAMET, fondateur de cette industrie en 1836.—llue Saint-Martin, 143. — Médailles d argent en 1849 et 1851. vinaigre  TOILETTE   cossiacet! supérieur par sen parfum et ,ses propriétés léniti- - ves et rafraîchissantes, rue Vivienne,- 35,. à Paris. r rr|)IÇA\ « H **«NBdes rhumatismes; névral- UlJlilUoUll gies, migraines, etc., aigus eu invé térés, par le topique Brocard, brev.s g. d, g, après3 années d expériences dans les hôpitaui de Paris, avec des succès inouïs, constatés parl Académie dans son rapport à M. le ministre.» EnvolJgratis du ràtf., 210, r. b>Martin; à Paris, Cons. de 3 à 5 h. (Aff ) <",publicité médicale,publicité
